:			-	-	-	-	
Black	Dot	1920	2902	0.205	0.12229116	0.43247145	
Black	Dot	1921	2903	0.35	0.11621345	0.24224448	
Black	Dot	1922	2905	0.25	0.078139596	0.12837149	
Black	Dot	1923	2906	0.35	0.4050156	0.21066424	
Black	Dot	1924	2907	0.35	0.039993152	0.09748473	
Black	Dot	1925	2908	0.31	0.11479675	0.10947008	
Black	Dot	1926	2909	0.255	0.23272438	0.15787229	
Black	Dot	1927	2910	0.3	0.09628322	0.34386775	
Black	Dot	1928	2911	0.4	0.051954377	0.06995253	
Black	Dot	1929	2912	0.375	0.08267537	0.23879768	
Black	Dot	1930	2917	0.255	0.026662586	0.32184303	
Black	Dot	1931	2920	0.25	0.098011315	0.07393027	
Black	Dot	1932	2921	0.4	0.13234498	0.25204277	
Black	Dot	1933	2923	0.4	0.21605067	0.12012989	
Black	Dot	1934	2925	0.25	0.09649877	0.34628606	
Black	Dot	1935	2926	0.31	0.2494761	0.251527	
Black	Dot	1936	2930	0.4	0.29430452	0.10460035	
Black	Dot	1937	2931	0.45	0.08022373	0.18430741	
Black	Dot	1938	2932	0.4	0.22271189	0.06638903	
Black	Dot	1939	2933	0.35	0.040928993	0.13847661	
Black	Dot	1940	2934	0.3	0.122394115	0.4335277	
Black	Dot	1941	2936	0.3	0.06775729	0.29550436	
Black	Dot	1942	2937	0.35	0.28488216	0.2913476	
Black	Dot	1943	2938	0.25	0.097639285	0.18524857	
Black	Dot	1944	2940	0.3	0.048406128	0.13581096	
Black	Dot	1945	2941	0.25	0.18152817	0.32203645	
Black	Dot	1946	2942	0.3	0.078893304	0.15981494	
Black	Dot	1947	2943	0.26	0.013654889	0.24456109	
Black	Dot	1948	2944	0.25	0.06600787	0.2787896	
Black	Dot	1949	2945	0.25	0.1584825	0.15544997	
Black	Dot	1950	2946	0.4	0.24718134	0.24963595	
Black	Dot	1951	2948	0.26	0.09386394	0.234501	
Black	Dot	1952	2950	0.315	0.13232954	0.20436113	
Black	Dot	1953	2952	0.425	0.04616709	0.12091652	
Black	Dot	1954	2954	0.45	0.1120878	0.15576679	
Black	Dot	1955	2955	0.365	0.21478266	0.2160351	
Black	Dot	1956	2956	0.35	0.23320371	0.4425028	
Black	Dot	1957	2957	0.4	0.044240512	0.08262493	
Black	Dot	1958	2959	0.3	0.09244834	0.28305113	
Black	Dot	1959	2960	0.35	0.11942978	0.07991684	
Black	Dot	1960	2961	0.4	0.2268146	0.16013394	
Black	Dot	1961	2964	0.45	0.035952646	0.36633974	
Black	Dot	1962	2966	0.45	0.09244834	0.28305113	
Black	Dot	1963	2967	0.35	0.064551	0.059222776	
Black	Dot	1964	2968	0.3	0.22658306	0.24960056	
Black	Dot	1965	2971	0.4	0.09655202	0.07010779	
Black	Dot	1966	2973	0.65	0.9667791	0.045109104	
Black	Dot	1967	2974	0.45	0.49934104	0.8328071	
Black	Dot	1968	2975	0.25	0.18640022	0.12162864	
Black	Dot	1969	2976	0.3	0.07838941	0.22046256	
Black	Dot	1970	2977	0.31	0.06408348	0.28313246	
Black	Dot	1971	2978	0.4	0.24765849	0.32121482	
Black	Dot	1972	2979	0.35	0.18666229	0.07257779	
Black	Dot	1973	2980	0.35	0.15031783	0.1178355	
Black	Dot	1974	2982	0.45	0.15340814	0.37984827	
Black	Dot	1975	2983	0.3	0.10164579	0.44097945	
Black	Dot	1976	2984	0.3	0.26695037	0.076135635	
Black	Dot	1977	2985	0.35	0.045575015	0.027134515	
Black	Dot	1978	2986	0.45	0.016650049	0.06200914	
Black	Dot	1979	2987	0.35	0.08737361	0.26497218	
Black	Dot	1980	2988	0.255	0.12780122	0.25128707	
Black	Dot	1981	2989	0.31	0.013162086	0.2241685	
Black	Dot	1982	2990	0.4	0.06888975	0.24646404	
Black	Dot	1983	2991	0.4	0.0642646	0.43305218	
Black	Dot	1984	2993	0.51	0.46589994	0.16367555	
Black	Dot	1985	2994	0.365	0.078542486	0.3851655	
Black	Dot	1986	2996	0.365	0.045879457	0.15893938	
Black	Dot	1987	2997	0.5	0.03002066	0.32211804	
Black	Dot	1988	2998	0.4	0.095006056	0.9244097	
Black	Dot	1989	3000	0.2	0.067119926	0.07449051	
