:			-	-	-	-	
Black	Dot	1922	1922	0.3	0.07508759	0.22491241	
Black	Dot	1923	1923	0.3	0.13522919	0.16477081	
Black	Dot	1924	1924	0.2	0.012804568	0.187195432	
Black	Dot	1925	1925	0.25	0.15364799	0.09635201	
Black	Dot	1926	1926	0.35	0.1983111	0.1516889	
Black	Dot	1927	1927	0.4	0.6107333	-0.2107333	
Black	Dot	1928	1928	0.3	0.12038945	0.17961055	
Black	Dot	1929	1929	0.35	0.20298675	0.14701325	
Black	Dot	1930	1930	0.25	0.06328025	0.18671975	
Black	Dot	1931	1931	0.4	0.059428185	0.340571815	
Black	Dot	1932	1932	0.26	0.027210215	0.232789785	
Black	Dot	1933	1933	0.205	0.54528356	-0.34028356	
Black	Dot	1934	1934	0.305	0.17539051	0.12960949	
Black	Dot	1935	1935	0.255	0.10023438	0.15476562	
Black	Dot	1936	1936	0.2	0.07245807	0.12754193	
Black	Dot	1937	1937	0.15	0.03457833	0.11542167	
Black	Dot	1938	1938	0.255	0.16358939	0.09141061	
Black	Dot	1939	1939	0.25	0.09264583	0.15735417	
Black	Dot	1940	1940	0.3	0.10237807	0.19762193	
Black	Dot	1941	1941	0.35	0.08730334	0.26269666	
Black	Dot	1942	1942	0.3	0.067384504	0.232615496	
Black	Dot	1943	1943	0.3	0.53081256	-0.23081256	
Black	Dot	1944	1944	0.3	0.21329074	0.08670926	
Black	Dot	1945	1945	0.35	0.38508326	-0.03508326	
Black	Dot	1946	1946	0.45	0.044830944	0.405169056	
Black	Dot	1947	1947	0.255	0.24515663	0.00984337	
Black	Dot	1948	1948	0.3	0.19936545	0.10063455	
Black	Dot	1949	1949	0.4	0.026703745	0.373296255	
Black	Dot	1950	1950	0.55	0.07354026	0.47645974	
Black	Dot	1951	1951	0.205	0.065073214	0.139926786	
Black	Dot	1952	1952	0.3	0.042230465	0.257769535	
Black	Dot	1953	1953	0.35	0.087303355	0.262696645	
Black	Dot	1954	1954	0.31	0.066347234	0.243652766	
Black	Dot	1955	1955	0.4	0.064939946	0.335060054	
Black	Dot	1956	1956	0.4	0.11616327	0.28383673	
Black	Dot	1957	1957	0.155	0.12169868	0.03330132	
Black	Dot	1958	1958	0.25	0.020051915	0.229948085	
Black	Dot	1959	1959	0.3	0.053888742	0.246111258	
Black	Dot	1960	1960	0.35	0.04193416	0.30806584	
Black	Dot	1961	1961	0.35	0.10237805	0.24762195	
Black	Dot	1962	1962	0.3	0.091433175	0.208566825	
Black	Dot	1963	1963	0.255	0.12032908	0.13467092	
Black	Dot	1964	1964	0.25	0.06314431	0.18685569	
Black	Dot	1965	1965	0.3	0.27840623	0.02159377	
Black	Dot	1966	1966	0.255	0.321405	-0.066405	
Black	Dot	1967	1967	0.265	0.0441589	0.2208411	
Black	Dot	1968	1968	0.2	0.22838129	-0.02838129	
Black	Dot	1969	1969	0.25	0.21153194	0.03846806	
Black	Dot	1970	1970	0.3	0.16885099	0.13114901	
Black	Dot	1971	1971	0.35	0.3778211	-0.0278211	
Black	Dot	1972	1972	0.2	0.071323164	0.128676836	
Black	Dot	1973	1973	0.4	0.085814595	0.314185405	
Black	Dot	1974	1974	0.2	0.09761947	0.10238053	
Black	Dot	1975	1975	0.3	0.11209334	0.18790666	
Black	Dot	1976	1976	0.35	0.13355231	0.21644769	
Black	Dot	1977	1977	0.26	0.036567338	0.223432662	
Black	Dot	1978	1978	0.35	0.089684635	0.260315365	
Black	Dot	1979	1979	0.3	0.086036116	0.213963884	
Black	Dot	1980	1980	0.2	0.12738454	0.07261546	
Black	Dot	1981	1981	0.25	0.10282492	0.14717508	
Black	Dot	1982	1982	0.4	0.2601536	0.1398464	
Black	Dot	1983	1983	0.45	0.26595798	0.18404202	
Black	Dot	1984	1984	0.25	0.06427029	0.18572971	
Black	Dot	1985	1985	0.3	0.20933229	0.09066771	
Black	Dot	1986	1986	0.355	0.07182358	0.28317642	
Black	Dot	1987	1987	0.25	0.32590255	-0.07590255	
Black	Dot	1988	1988	0.4	0.07468704	0.32531296	
Black	Dot	1989	1989	0.45	0.22425182	0.22574818	
Black	Dot	1990	1990	0.35	0.013597568	0.336402432	
Black	Dot	1991	1991	0.35	0.061683863	0.288316137	
Black	Dot	1992	1992	0.3	0.049812984	0.250187016	
Black	Dot	1993	1993	0.3	0.5314714	-0.2314714	
Black	Dot	1994	1994	0.25	0.8210291	-0.5710291	
Black	Dot	1995	1995	0.4	0.08171271	0.31828729	
Black	Dot	1996	1996	0.3	0.07184356	0.22815644	
Black	Dot	1997	1997	0.25	0.17831105	0.07168895	
Black	Dot	1998	1998	0.3	0.06979671	0.23020329	
Black	Dot	1999	1999	0.35	0.2829471	0.0670529	
Black	Dot	2000	2000	0.35	0.08727956	0.26272044	
Black	Dot	2001	2001	0.205	0.46589994	-0.26089994	
Black	Dot	2002	2002	0.255	0.029397104	0.225602896	
Black	Dot	2003	2003	0.205	0.033171415	0.171828585	
Black	Dot	2004	2004	0.205	0.13279665	0.07220335	
Black	Dot	2005	2005	0.375	0.1934802	0.1815198	
Black	Dot	2006	2006	0.4	0.070665054	0.329334946	
Black	Dot	2007	2007	0.2	0.13774048	0.06225952	
Black	Dot	2008	2008	0.2	0.25410572	-0.05410572	
Black	Dot	2009	2009	0.25	0.11623483	0.13376517	
Black	Dot	2010	2010	0.2	0.15552275	0.04447725	
Black	Dot	2011	2011	0.2	0.21455473	-0.01455473	
Black	Dot	2012	2012	0.26	0.026199494	0.233800506	
Black	Dot	2013	2013	0.35	0.17053586	0.17946414	
Black	Dot	2014	2014	0.26	0.14503925	0.11496075	
Black	Dot	2015	2015	0.32	0.12333456	0.19666544	
Black	Dot	2016	2016	0.2	0.06619452	0.13380548	
Black	Dot	2017	2017	0.25	0.06002	0.18998	
Black	Dot	2018	2018	0.3	0.18645735	0.11354265	
Black	Dot	2019	2019	0.25	0.03361182	0.21638818	
Black	Dot	2020	2020	0.2	0.120312825	0.079687175	
Black	Dot	2021	2021	0.25	0.05180877	0.19819123	
Black	Dot	2022	2022	0.2	0.23400342	-0.03400342	
Black	Dot	2023	2023	0.3	0.06722676	0.23277324	
Black	Dot	2024	2024	0.4	0.074079335	0.325920665	
Black	Dot	2025	2025	0.3	0.041787438	0.258212562	
Black	Dot	2026	2026	0.3	0.029960385	0.270039615	
Black	Dot	2027	2027	0.26	0.12866388	0.13133612	
Black	Dot	2028	2028	0.315	0.08730334	0.22769666	
Black	Dot	2029	2029	0.255	0.114219196	0.140780804	
Black	Dot	2030	2030	0.27	0.3823049	-0.1123049	
Black	Dot	2031	2031	0.3	0.10288727	0.19711273	
Black	Dot	2032	2032	0.45	0.12152772	0.32847228	
Black	Dot	2033	2033	0.26	0.46589994	-0.20589994	
Black	Dot	2034	2034	0.355	0.9112296	-0.5562296	
Black	Dot	2035	2035	0.3	0.37943727	-0.07943727	
Black	Dot	2036	2036	0.4	0.1097232	0.2902768	
Black	Dot	2037	2037	0.26	0.30710626	-0.04710626	
Black	Dot	2038	2038	0.2	0.17345414	0.02654586	
Black	Dot	2039	2039	0.35	0.08673872	0.26326128	
Black	Dot	2040	2040	0.3	0.0929708	0.2070292	
Black	Dot	2041	2041	0.25	0.07464673	0.17535327	
Black	Dot	2042	2042	0.2	0.22467192	-0.02467192	
Black	Dot	2043	2043	0.205	0.27449155	-0.06949155	
Black	Dot	2044	2044	0.25	0.25933763	-0.00933763	
Black	Dot	2045	2045	0.25	0.3621753	-0.1121753	
Black	Dot	2046	2046	0.25	0.08351626	0.16648374	
Black	Dot	2047	2047	0.3	0.045372058	0.254627942	
Black	Dot	2048	2048	0.26	0.074730374	0.185269626	
Black	Dot	2049	2049	0.2	0.12330829	0.07669171	
Black	Dot	2050	2050	0.3	0.92703164	-0.62703164	
Black	Dot	2051	2051	0.26	0.21341458	0.04658542	
Black	Dot	2052	2052	0.315	0.1419204	0.1730796	
Black	Dot	2053	2053	0.2	0.15393694	0.04606306	
Black	Dot	2054	2054	0.2	0.41525045	-0.21525045	
Black	Dot	2055	2055	0.25	0.15479353	0.09520647	
Black	Dot	2056	2056	0.3	0.44020942	-0.14020942	
Black	Dot	2057	2057	0.2	0.03869676	0.16130324	
Black	Dot	2058	2058	0.35	0.052761115	0.297238885	
Black	Dot	2059	2059	0.4	0.501742	-0.101742	
Black	Dot	2060	2060	0.4	0.37465218	0.02534782	
Black	Dot	2061	2061	0.205	0.054963224	0.150036776	
Black	Dot	2062	2062	0.205	0.66553557	-0.46053557	
Black	Dot	2063	2063	0.26	0.18697676	0.07302324	
Black	Dot	2064	2064	0.42	0.3220302	0.0979698	
Black	Dot	2065	2065	0.2	0.07375377	0.12624623	
Black	Dot	2066	2066	0.26	0.26835248	-0.00835248	
Black	Dot	2067	2067	0.2	0.075390324	0.124609676	
Black	Dot	2068	2068	0.3	0.09114024	0.20885976	
Black	Dot	2069	2069	0.2	0.07225333	0.12774667	
Black	Dot	2070	2070	0.4	0.23563233	0.16436767	
Black	Dot	2071	2071	0.35	0.063944094	0.286055906	
Black	Dot	2072	2072	0.4	0.5052662	-0.1052662	
Black	Dot	2073	2073	0.26	0.23870552	0.02129448	
Black	Dot	2074	2074	0.255	0.038817707	0.216182293	
Black	Dot	2075	2075	0.315	0.11655046	0.19844954	
Black	Dot	2076	2076	0.25	0.016968824	0.233031176	
Black	Dot	2077	2077	0.25	0.5991504	-0.3491504	
Black	Dot	2078	2078	0.25	0.61876523	-0.36876523	
Black	Dot	2079	2079	0.31	0.093703896	0.216296104	
Black	Dot	2080	2080	0.255	0.45723724	-0.20223724	
Black	Dot	2081	2081	0.355	0.08730334	0.26769666	
Black	Dot	2082	2082	0.25	0.05837492	0.19162508	
Black	Dot	2083	2083	0.3	0.1323479	0.1676521	
Black	Dot	2084	2084	0.4	0.08843411	0.31156589	
Black	Dot	2085	2085	0.2	0.18960597	0.01039403	
Black	Dot	2086	2086	0.3	0.19927005	0.10072995	
Black	Dot	2087	2087	0.3	0.06936653	0.23063347	
Black	Dot	2088	2088	0.37	0.101270415	0.268729585	
Black	Dot	2089	2089	0.25	0.13853936	0.11146064	
Black	Dot	2090	2090	0.2	0.27353474	-0.07353474	
Black	Dot	2091	2091	0.25	0.085076205	0.164923795	
Black	Dot	2092	2092	0.3	0.32114723	-0.02114723	
Black	Dot	2093	2093	0.26	0.15890943	0.10109057	
Black	Dot	2094	2094	0.4	0.21836577	0.18163423	
Black	Dot	2095	2095	0.25	0.018444827	0.231555173	
Black	Dot	2096	2096	0.205	0.05236047	0.15263953	
Black	Dot	2097	2097	0.35	0.06525989	0.28474011	
Black	Dot	2098	2098	0.55	0.116222754	0.433777246	
Black	Dot	2099	2099	0.5	0.12293686	0.37706314	
Black	Dot	2100	2100	0.2	0.29925767	-0.09925767	
Black	Dot	2101	2101	0.205	0.17709048	0.02790952	
Black	Dot	2102	2102	0.305	0.07008433	0.23491567	
Black	Dot	2103	2103	0.3	0.19942316	0.10057684	
Black	Dot	2104	2104	0.35	0.3224049	0.0275951	
Black	Dot	2105	2105	0.25	0.08341386	0.16658614	
Black	Dot	2106	2106	0.2	0.06930585	0.13069415	
Black	Dot	2107	2107	0.25	0.117881544	0.132118456	
Black	Dot	2108	2108	0.3	0.09876965	0.20123035	
Black	Dot	2109	2109	0.35	0.3720343	-0.0220343	
Black	Dot	2110	2110	0.3	0.06719542	0.23280458	
Black	Dot	2111	2111	0.4	0.043220755	0.356779245	
Black	Dot	2112	2112	0.26	0.48628518	-0.22628518	
Black	Dot	2113	2113	0.2	0.06679911	0.13320089	
Black	Dot	2114	2114	0.31	0.28039247	0.02960753	
Black	Dot	2115	2115	0.35	0.15358615	0.19641385	
Black	Dot	2116	2116	0.3	0.10891897	0.19108103	
Black	Dot	2117	2117	0.15	0.020879382	0.129120618	
Black	Dot	2118	2118	0.25	0.37648478	-0.12648478	
Black	Dot	2119	2119	0.3	0.07391313	0.22608687	
Black	Dot	2120	2120	0.315	0.056628518	0.258371482	
Black	Dot	2121	2121	0.31	0.05477879	0.25522121	
Black	Dot	2122	2122	0.25	0.9046185	-0.6546185	
Black	Dot	2123	2123	0.2	0.056039408	0.143960592	
Black	Dot	2124	2124	0.45	0.3663475	0.0836525	
Black	Dot	2125	2125	0.35	0.06414336	0.28585664	
Black	Dot	2126	2126	0.205	0.037007302	0.167992698	
Black	Dot	2127	2127	0.255	0.023324784	0.231675216	
Black	Dot	2128	2128	0.305	0.09239658	0.21260342	
Black	Dot	2129	2129	0.2	0.03875464	0.16124536	
Black	Dot	2130	2130	0.2	0.10994045	0.09005955	
Black	Dot	2131	2131	0.3	0.4883505	-0.1883505	
Black	Dot	2132	2132	0.35	0.087303296	0.262696704	
Black	Dot	2133	2133	0.3	0.26902184	0.03097816	
Black	Dot	2134	2134	0.35	0.19030868	0.15969132	
Black	Dot	2135	2135	0.25	0.07460514	0.17539486	
Black	Dot	2136	2136	0.2	0.07388089	0.12611911	
Black	Dot	2137	2137	0.2	0.07037205	0.12962795	
Black	Dot	2138	2138	0.25	0.084898844	0.165101156	
Black	Dot	2139	2139	0.26	0.1811419	0.0788581	
Black	Dot	2140	2140	0.3	0.35184303	-0.05184303	
Black	Dot	2141	2141	0.26	0.08608504	0.17391496	
Black	Dot	2142	2142	0.205	0.008725525	0.196274475	
Black	Dot	2143	2143	0.3	0.023897376	0.276102624	
Black	Dot	2144	2144	0.205	0.2015536	0.0034464	
Black	Dot	2145	2145	0.4	0.06943023	0.33056977	
Black	Dot	2146	2146	0.2	0.043582533	0.156417467	
Black	Dot	2147	2147	0.25	0.04767765	0.20232235	
Black	Dot	2148	2148	0.9	0.96509165	-0.06509165	
Black	Dot	2149	2149	0.35	0.24064016	0.10935984	
Black	Dot	2150	2150	0.36	0.9442611	-0.5842611	
Black	Dot	2151	2151	0.4	0.5714489	-0.1714489	
Black	Dot	2152	2152	0.5	0.089563906	0.410436094	
Black	Dot	2153	2153	0.25	0.07238973	0.17761027	
Black	Dot	2154	2154	0.2	0.5216151	-0.3216151	
Black	Dot	2155	2155	0.25	0.32274804	-0.07274804	
Black	Dot	2156	2156	0.3	0.021817626	0.278182374	
Black	Dot	2157	2157	0.35	0.15222195	0.19777805	
Black	Dot	2158	2158	0.205	0.18749122	0.01750878	
Black	Dot	2159	2159	0.25	0.087303296	0.162696704	
Black	Dot	2160	2160	0.4	0.22324261	0.17675739	
Black	Dot	2161	2161	0.3	0.4827752	-0.1827752	
Black	Dot	2162	2162	0.26	0.27270108	-0.01270108	
Black	Dot	2163	2163	0.3	0.13851485	0.16148515	
Black	Dot	2164	2164	0.26	0.20499612	0.05500388	
Black	Dot	2165	2165	0.31	0.18399426	0.12600574	
Black	Dot	2166	2166	0.205	0.03371052	0.17128948	
Black	Dot	2167	2167	0.15	0.069077976	0.080922024	
Black	Dot	2168	2168	0.35	0.120482646	0.229517354	
Black	Dot	2169	2169	0.25	0.2030042	0.0469958	
Black	Dot	2170	2170	0.26	0.13222535	0.12777465	
Black	Dot	2171	2171	0.3	0.1436273	0.1563727	
Black	Dot	2172	2172	0.3	0.11545982	0.18454018	
Black	Dot	2173	2173	0.205	0.11704078	0.08795922	
Black	Dot	2174	2174	0.4	0.16620924	0.23379076	
Black	Dot	2175	2175	0.25	0.4369437	-0.1869437	
Black	Dot	2176	2176	0.305	0.18702364	0.11797636	
Black	Dot	2177	2177	0.31	0.14867117	0.16132883	
Black	Dot	2178	2178	0.365	0.22999716	0.13500284	
Black	Dot	2179	2179	0.305	0.108974956	0.196025044	
Black	Dot	2180	2180	0.2	0.048947014	0.151052986	
Black	Dot	2181	2181	0.465	0.8736893	-0.4086893	
Black	Dot	2182	2182	0.35	0.06959634	0.28040366	
Black	Dot	2183	2183	0.2	0.041902058	0.158097942	
Black	Dot	2184	2184	0.26	0.11518122	0.14481878	
Black	Dot	2185	2185	0.25	0.052906208	0.197093792	
Black	Dot	2186	2186	0.35	0.051852968	0.298147032	
Black	Dot	2187	2187	0.3	0.09832235	0.20167765	
Black	Dot	2188	2188	0.205	0.14585158	0.05914842	
Black	Dot	2189	2189	0.26	0.20599337	0.05400663	
Black	Dot	2190	2190	0.45	0.93635553	-0.48635553	
Black	Dot	2191	2191	0.155	0.08755386	0.06744614	
Black	Dot	2192	2192	0.415	0.3212831	0.0937169	
Black	Dot	2193	2193	0.35	0.08730334	0.26269666	
Black	Dot	2194	2194	0.35	0.028029371	0.321970629	
Black	Dot	2195	2195	0.4	0.11926074	0.28073926	
Black	Dot	2196	2196	0.3	0.06932463	0.23067537	
Black	Dot	2197	2197	0.305	0.041729715	0.263270285	
Black	Dot	2198	2198	0.255	0.032192115	0.222807885	
Black	Dot	2199	2199	0.25	0.22517763	0.02482237	
Black	Dot	2200	2200	0.35	0.17132151	0.17867849	
Black	Dot	2201	2201	0.25	0.08730334	0.16269666	
Black	Dot	2202	2202	0.3	0.027860682	0.272139318	
Black	Dot	2203	2203	0.35	0.060233984	0.289766016	
Black	Dot	2204	2204	0.26	0.3214381	-0.0614381	
Black	Dot	2205	2205	0.15	0.15383963	-0.00383963	
Black	Dot	2206	2206	0.35	0.19291975	0.15708025	
Black	Dot	2207	2207	0.315	0.07684156	0.23815844	
Black	Dot	2208	2208	0.25	0.116497435	0.133502565	
Black	Dot	2209	2209	0.315	0.22942424	0.08557576	
Black	Dot	2210	2210	0.25	0.03810575	0.21189425	
Black	Dot	2211	2211	0.15	0.08289315	0.06710685	
Black	Dot	2212	2212	0.26	0.22821698	0.03178302	
Black	Dot	2213	2213	0.35	0.05238357	0.29761643	
Black	Dot	2214	2214	0.4	0.013647822	0.386352178	
Black	Dot	2215	2215	0.2	0.05960503	0.14039497	
Black	Dot	2216	2216	0.25	0.123506695	0.126493305	
Black	Dot	2217	2217	0.2	0.01654028	0.18345972	
Black	Dot	2218	2218	0.35	0.19505572	0.15494428	
Black	Dot	2219	2219	0.35	0.018667169	0.331332831	
Black	Dot	2220	2220	0.3	0.10016127	0.19983873	
Black	Dot	2221	2221	0.205	0.045948807	0.159051193	
Black	Dot	2222	2222	0.3	0.07120221	0.22879779	
Black	Dot	2223	2223	0.3	0.22403029	0.07596971	
Black	Dot	2224	2224	0.37	0.043771364	0.326228636	
Black	Dot	2225	2225	0.3	0.21684645	0.08315355	
Black	Dot	2226	2226	0.3	0.11434879	0.18565121	
Black	Dot	2227	2227	0.35	0.08730334	0.26269666	
Black	Dot	2228	2228	0.3	0.02991165	0.27008835	
Black	Dot	2229	2229	0.26	0.14957365	0.11042635	
Black	Dot	2230	2230	0.3	0.06539249	0.23460751	
Black	Dot	2231	2231	0.26	0.07258258	0.18741742	
Black	Dot	2232	2232	0.1	0.069234855	0.030765145	
Black	Dot	2233	2233	0.25	0.03780862	0.21219138	
Black	Dot	2234	2234	0.26	0.09448656	0.16551344	
Black	Dot	2235	2235	0.26	0.051271502	0.208728498	
Black	Dot	2236	2236	0.4	0.06833216	0.33166784	
Black	Dot	2237	2237	0.4	0.20211157	0.19788843	
Black	Dot	2238	2238	0.26	0.07816787	0.18183213	
Black	Dot	2239	2239	0.2	0.23203917	-0.03203917	
Black	Dot	2240	2240	0.26	0.047437437	0.212562563	
Black	Dot	2241	2241	0.205	0.07634754	0.12865246	
Black	Dot	2242	2242	0.3	0.121984646	0.178015354	
Black	Dot	2243	2243	0.205	0.2196005	-0.0146005	
Black	Dot	2244	2244	0.26	0.11509347	0.14490653	
Black	Dot	2245	2245	0.3	0.20147713	0.09852287	
Black	Dot	2246	2246	0.3	0.23545356	0.06454644	
Black	Dot	2247	2247	0.31	0.07804351	0.23195649	
Black	Dot	2248	2248	0.35	0.14416365	0.20583635	
Black	Dot	2249	2249	0.3	0.15328532	0.14671468	
Black	Dot	2250	2250	0.4	0.048662722	0.351337278	
Black	Dot	2251	2251	0.45	0.16150124	0.28849876	
Black	Dot	2252	2252	0.3	0.038473748	0.261526252	
Black	Dot	2253	2253	0.35	0.14907555	0.20092445	
Black	Dot	2254	2254	0.25	0.029483743	0.220516257	
Black	Dot	2255	2255	0.45	0.2996251	0.1503749	
Black	Dot	2256	2256	0.35	0.12360317	0.22639683	
Black	Dot	2257	2257	0.22	0.10798705	0.11201295	
Black	Dot	2258	2258	0.45	0.4928856	-0.0428856	
Black	Dot	2259	2259	0.25	0.107692905	0.142307095	
Black	Dot	2260	2260	0.31	0.11247037	0.19752963	
Black	Dot	2261	2261	0.3	0.18961258	0.11038742	
Black	Dot	2262	2262	0.36	0.11931793	0.24068207	
Black	Dot	2263	2263	0.255	0.21701287	0.03798713	
Black	Dot	2264	2264	0.355	0.12887537	0.22612463	
Black	Dot	2265	2265	0.4	0.11766897	0.28233103	
Black	Dot	2266	2266	0.3	0.114700444	0.185299556	
Black	Dot	2267	2267	0.45	0.2819096	0.1680904	
Black	Dot	2268	2268	0.25	0.12892482	0.12107518	
Black	Dot	2269	2269	0.3	0.25619516	0.04380484	
Black	Dot	2270	2270	0.31	0.07395346	0.23604654	
Black	Dot	2271	2271	0.305	0.20394725	0.10105275	
Black	Dot	2272	2272	0.35	0.29035512	0.05964488	
Black	Dot	2273	2273	0.31	0.078630954	0.231369046	
Black	Dot	2274	2274	0.3	0.08184971	0.21815029	
Black	Dot	2275	2275	0.255	0.06950496	0.18549504	
Black	Dot	2276	2276	0.2	0.05286103	0.14713897	
Black	Dot	2277	2277	0.3	0.21960065	0.08039935	
Black	Dot	2278	2278	0.35	0.065139286	0.284860714	
Black	Dot	2279	2279	0.4	0.058829267	0.341170733	
Black	Dot	2280	2280	0.26	0.05250131	0.20749869	
Black	Dot	2281	2281	0.205	0.14747366	0.05752634	
Black	Dot	2282	2282	0.26	0.21108064	0.04891936	
Black	Dot	2283	2283	0.205	0.11700204	0.08799796	
Black	Dot	2284	2284	0.26	0.21108064	0.04891936	
Black	Dot	2285	2285	0.26	0.06321076	0.19678924	
Black	Dot	2286	2286	0.205	0.10652327	0.09847673	
Black	Dot	2287	2287	0.315	0.14747366	0.16752634	
Black	Dot	2288	2288	0.35	0.53348994	-0.18348994	
Black	Dot	2289	2289	0.45	0.05686887	0.39313113	
Black	Dot	2290	2290	0.35	0.14996293	0.20003707	
Black	Dot	2291	2291	0.35	0.18509012	0.16490988	
Black	Dot	2292	2292	0.2	0.18323685	0.01676315	
Black	Dot	2293	2293	0.25	0.08730334	0.16269666	
Black	Dot	2294	2294	0.2	0.071950935	0.128049065	
Black	Dot	2295	2295	0.3	0.29020554	0.00979446	
Black	Dot	2296	2296	0.25	0.16455337	0.08544663	
Black	Dot	2297	2297	0.3	0.13784224	0.16215776	
Black	Dot	2298	2298	0.26	0.07759055	0.18240945	
Black	Dot	2299	2299	0.35	0.07623672	0.27376328	
Black	Dot	2300	2300	0.4	0.09693301	0.30306699	
Black	Dot	2301	2301	0.25	0.11807737	0.13192263	
Black	Dot	2302	2302	0.3	0.103074685	0.196925315	
Black	Dot	2303	2303	0.35	0.22263485	0.12736515	
Black	Dot	2304	2304	0.45	0.07060374	0.37939626	
Black	Dot	2305	2305	0.4	0.13493425	0.26506575	
Black	Dot	2306	2306	0.5	0.6519473	-0.1519473	
Black	Dot	2307	2307	0.26	0.22748226	0.03251774	
Black	Dot	2308	2308	0.205	0.17641951	0.02858049	
Black	Dot	2309	2309	0.26	0.19813573	0.06186427	
Black	Dot	2310	2310	0.26	0.087303296	0.172696704	
Black	Dot	2311	2311	0.31	0.13744015	0.17255985	
Black	Dot	2312	2312	0.215	0.2607302	-0.0457302	
Black	Dot	2313	2313	0.22	0.053404696	0.166595304	
Black	Dot	2314	2314	0.22	0.22017103	-0.00017103	
Black	Dot	2315	2315	0.3	0.040146157	0.259853843	
Black	Dot	2316	2316	0.25	0.016855052	0.233144948	
Black	Dot	2317	2317	0.2	0.026075758	0.173924242	
Black	Dot	2318	2318	0.25	0.07031847	0.17968153	
Black	Dot	2319	2319	0.26	0.14497104	0.11502896	
Black	Dot	2320	2320	0.255	0.2259715	0.0290285	
Black	Dot	2321	2321	0.3	0.123829834	0.176170166	
Black	Dot	2322	2322	0.305	0.059475265	0.245524735	
Black	Dot	2323	2323	0.25	0.040361512	0.209638488	
Black	Dot	2324	2324	0.26	0.34474742	-0.08474742	
Black	Dot	2325	2325	0.35	0.115707524	0.234292476	
Black	Dot	2326	2326	0.4	0.0606244	0.3393756	
Black	Dot	2327	2327	0.25	0.0310874	0.2189126	
Black	Dot	2328	2328	0.3	0.13393895	0.16606105	
Black	Dot	2329	2329	0.2	0.15737219	0.04262781	
Black	Dot	2330	2330	0.205	0.02098971	0.18401029	
Black	Dot	2331	2331	0.265	0.059475265	0.205524735	
Black	Dot	2332	2332	0.35	0.23553045	0.11446955	
Black	Dot	2333	2333	0.3	0.2171874	0.0828126	
Black	Dot	2334	2334	0.25	0.05250006	0.19749994	
Black	Dot	2335	2335	0.2	0.19867787	0.00132213	
Black	Dot	2336	2336	0.4	0.2321516	0.1678484	
Black	Dot	2337	2337	0.205	0.27581084	-0.07081084	
Black	Dot	2338	2338	0.3	0.12015942	0.17984058	
Black	Dot	2339	2339	0.205	0.06959474	0.13540526	
Black	Dot	2340	2340	0.3	0.11938017	0.18061983	
Black	Dot	2341	2341	0.26	0.21479481	0.04520519	
Black	Dot	2342	2342	0.26	0.10625086	0.15374914	
Black	Dot	2343	2343	0.205	0.06554582	0.13945418	
Black	Dot	2344	2344	0.32	0.23200417	0.08799583	
Black	Dot	2345	2345	0.4	0.033689547	0.366310453	
Black	Dot	2346	2346	0.4	0.048098717	0.351901283	
Black	Dot	2347	2347	0.325	0.088318355	0.236681645	
Black	Dot	2348	2348	0.225	0.10286264	0.12213736	
Black	Dot	2349	2349	0.26	0.08979045	0.17020955	
Black	Dot	2350	2350	0.25	0.872305	-0.622305	
Black	Dot	2351	2351	0.25	0.2775001	-0.0275001	
Black	Dot	2352	2352	0.35	0.16815759	0.18184241	
Black	Dot	2353	2353	0.4	0.20808344	0.19191656	
Black	Dot	2354	2354	0.75	0.9334223	-0.1834223	
Black	Dot	2355	2355	0.2	0.10509304	0.09490696	
Black	Dot	2356	2356	0.3	0.065227225	0.234772775	
Black	Dot	2357	2357	0.2	0.059475265	0.140524735	
Black	Dot	2358	2358	0.25	0.43193302	-0.18193302	
Black	Dot	2359	2359	0.35	0.1266438	0.2233562	
Black	Dot	2360	2360	0.4	0.11019049	0.28980951	
Black	Dot	2361	2361	0.25	0.040525045	0.209474955	
Black	Dot	2362	2362	0.2	0.36969012	-0.16969012	
Black	Dot	2363	2363	0.3	0.9637685	-0.6637685	
Black	Dot	2364	2364	0.35	0.122420296	0.227579704	
Black	Dot	2365	2365	0.3	0.025353419	0.274646581	
Black	Dot	2366	2366	0.3	0.085339956	0.214660044	
Black	Dot	2367	2367	0.2	0.11803503	0.08196497	
Black	Dot	2368	2368	0.25	0.17435189	0.07564811	
Black	Dot	2369	2369	0.3	0.081300765	0.218699235	
Black	Dot	2370	2370	0.45	0.073838234	0.376161766	
Black	Dot	2371	2371	0.2	0.28033575	-0.08033575	
Black	Dot	2372	2372	0.4	0.5488412	-0.1488412	
Black	Dot	2373	2373	0.3	0.07568419	0.22431581	
Black	Dot	2374	2374	0.205	0.09876241	0.10623759	
Black	Dot	2375	2375	0.2	0.16804181	0.03195819	
Black	Dot	2376	2376	0.25	0.03688613	0.21311387	
Black	Dot	2377	2377	0.35	0.029358827	0.320641173	
Black	Dot	2378	2378	0.3	0.21209776	0.08790224	
Black	Dot	2379	2379	0.2	0.14592606	0.05407394	
Black	Dot	2380	2380	0.25	0.05419086	0.19580914	
Black	Dot	2381	2381	0.2	0.10108427	0.09891573	
Black	Dot	2382	2382	0.25	0.13907693	0.11092307	
Black	Dot	2383	2383	0.2	0.22833039	-0.02833039	
Black	Dot	2384	2384	0.4	0.13895081	0.26104919	
Black	Dot	2385	2385	0.45	0.89948845	-0.44948845	
